i,subset,qa,qs,qn,x,n,n.obs,prior.mean,obs.min,obs.max,posterior.mean,posterior.hdi.low,posterior.hdi.high,obs.range,hdi.range
11,S107,0.388,0.4267,0.1853,0.3478,5653,5,0.5489474615248541,0.5455510348487529,0.5533345126481515,0.5491436915975738,0.5403631300001877,0.55796048575669,0.007783477799398586,0.017597355756502342
12,S108,0.4829,0.174,0.3431,0.7415,9155,5,0.6135008192244675,0.6090660841070453,0.6157291097760786,0.6134935366416273,0.6063640789472584,0.6211969993735457,0.006663025669033318,0.014832920426287255
13,S109,0.3039,0.5032,0.1929,0.0458,9913,5,0.3291637244023,0.32815494804801776,0.33128215474629275,0.32919472951454287,0.3242275466659965,0.33459455765855195,0.003127206698274987,0.010367010992555437
14,S11,0.3808,0.4188,0.2004,0.6333,6785,5,0.6464259395725865,0.6399410464259395,0.6524686809137804,0.6463977103718994,0.6382400663393946,0.6550372193921147,0.012527634487840889,0.016797153052720115
15,S110,0.3637,0.312,0.3243,0.2846,3630,5,0.4570798898071626,0.4550964187327824,0.45867768595041325,0.4570612039631232,0.44649265651147063,0.46703987889005993,0.003581267217630857,0.020547222378589303
16,S111,0.8502,0.0022,0.1476,0.1703,3899,5,0.8495511669658887,0.8494485765580918,0.849705052577584,0.8495301932463017,0.8367917571966856,0.8629517873450077,2.564760194921911e-4,0.026160030148322022
17,S112,0.2568,0.4343,0.3089,0.275,6662,5,0.38634043830681475,0.3827679375562894,0.3889222455719003,0.38637565594565765,0.37994578714232874,0.3933742226946588,0.006154308015610899,0.013428435552330087
18,S113,0.3205,0.1903,0.4892,0.6941,7935,5,0.4643478260869565,0.45973534971644614,0.46855702583490866,0.46439975601924255,0.45740225897272824,0.4712322156965566,0.008821676118462518,0.013829956723828363
19,S114,0.3688,0.5164,0.1148,0.8478,3063,5,0.8272935031015345,0.8197845249755142,0.8380672543258244,0.8273823686101223,0.8131596752506011,0.8423461948125153,0.018282729350310167,0.029186519561914204
20,S115,0.6661,0.3001,0.0338,0.5075,3182,5,0.8142049025769956,0.8073538654934004,0.8214959145191704,0.8141459615421631,0.8001087846972424,0.8280267270353605,0.014142049025769987,0.027917942338118062
21,S116,0.03,0.6972,0.2727,0.9536,2177,5,0.6779053743683969,0.6743224621038126,0.6798346348185577,0.6778963587849199,0.6625579415201129,0.693271739179155,0.005512172714745023,0.03071379765904203
22,S117,0.3739,0.422,0.2041,0.0779,8710,5,0.39708381171067736,0.3931113662456946,0.3988518943742824,0.3970351807786752,0.39116778240255834,0.4033494316024284,0.00574052812858783,0.012181649199870082
23,S118,0.7075,0.0904,0.2021,0.5226,1901,5,0.7617043661230931,0.7569700157811678,0.7664387164650184,0.7617690847715423,0.7440845538384149,0.7785131769306819,0.009468700683850528,0.03442862309226702
24,S119,0.3892,0.2502,0.3606,0.7252,7366,5,0.5759435243008417,0.5745316318218844,0.5773825685582405,0.5759664349780459,0.5681147848262941,0.5836436408604506,0.002850936736356169,0.015528856034156546
25,S12,0.4502,0.0026,0.5472,0.761,2322,5,0.4475452196382429,0.4470284237726098,0.4478897502153316,0.44767006336468107,0.43516671623163905,0.46000616117008697,8.613264427217993e-4,0.02483944493844792
26,S120,0.4957,0.2592,0.2451,0.1003,5900,5,0.5198644067796611,0.5174576271186441,0.5228813559322034,0.5199141713325951,0.511324423995884,0.5282410435849325,0.0054237288135593476,0.016916619589048554
27,S121,0.3754,0.4373,0.1873,0.7842,2613,5,0.7230769230769231,0.7183314198239571,0.7309605817068504,0.7230674911756705,0.7063604022237712,0.7382064791295133,0.012629161882893314,0.03184607690574215
28,S122,0.4441,0.2918,0.264,0.45,2746,5,0.5788055353241078,0.5717407137654771,0.5852148579752368,0.5789038516155303,0.5657751549902612,0.5910069199687898,0.013474144209759675,0.025231764978528637
29,S123,0.3189,0.4791,0.202,0.4464,8627,5,0.5403500637533325,0.534948417758201,0.5502492175727367,0.5404490371799947,0.5334186603750485,0.5474715890341659,0.015300799814535693,0.014052928659117447
30,S124,0.4109,0.1295,0.4596,0.7301,7062,5,0.5105352591333899,0.5082129708297932,0.5121778532993486,0.5105246539163307,0.5027356607230452,0.5181879462950696,0.0039648824695553975,0.015452285572024382
31,S125,0.4821,0.0664,0.4516,0.4935,8829,5,0.5179522029674934,0.5152338883225733,0.5196511496205686,0.5179677305447444,0.5112457089562438,0.5249421637994306,0.004417261297995245,0.013696454843186823
32,S126,0.7572,0.1579,0.085,0.1072,6632,5,0.7702653799758745,0.768546441495778,0.77291917973462,0.7702800900242981,0.7601609531103241,0.7798092050297929,0.004372738238841989,0.01964825191946884
33,S127,0.0378,0.5659,0.3964,0.9206,8302,5,0.5593591905564924,0.5570946759816912,0.5631173211274392,0.5594200786647745,0.5525516294699603,0.566987535434299,0.006022645145748018,0.014435905964338747
34,S128,0.4215,0.3273,0.2512,0.2402,9408,5,0.5026998299319728,0.5004251700680272,0.5051020408163265,0.5026982759226255,0.4958082241930718,0.509291191183807,0.0046768707482992555,0.013482966990735146
35,S129,0.3956,0.5399,0.0645,0.6535,1025,5,0.7371707317073171,0.7160975609756097,0.7502439024390244,0.7375332786444497,0.7127100166706619,0.7608217105289312,0.034146341463414664,0.0481116938582693
36,S13,0.0065,0.1851,0.8083,0.808,4956,5,0.15359160613397901,0.14951573849878935,0.15617433414043583,0.15358334584215977,0.1486821495066618,0.1585334458548351,0.006658595641646475,0.009851296348173277
37,S130,0.7909,0.1385,0.0706,0.8843,5269,5,0.909470487758588,0.9058644904156387,0.9119377490985007,0.9096345252742511,0.8981205005452745,0.9216518966157254,0.006073258682862015,0.02353139607045096
38,S131,0.4216,0.2569,0.3215,0.8888,6015,5,0.6536325852036575,0.6512053200332502,0.656857855361596,0.6538035582978116,0.644264228622634,0.6626715925425787,0.005652535328345865,0.018407363919944686
39,S132,0.1592,0.5003,0.3404,0.9756,2960,5,0.6422972972972972,0.6408783783783784,0.6432432432432432,0.6423033028730012,0.6296952507846981,0.655124346457064,0.0023648648648648685,0.025429095672365842
40,S133,0.3983,0.3742,0.2275,0.482,9422,5,0.5743578857991933,0.5670770537040968,0.5799193377202293,0.5743811547421724,0.5668957469310004,0.5809081943579895,0.012842284016132521,0.014012447426989039
41,S134,0.1236,0.0371,0.8393,0.0961,9801,5,0.12643607795122946,0.1258034894398531,0.12682379349046016,0.1264514106124865,0.12335128771982573,0.1294544375382155,0.0010203040506070737,0.006103149818389775
42,S135,0.327,0.2171,0.4559,0.9305,4888,5,0.5325286415711947,0.5308919803600655,0.5349836333878887,0.5326335541287744,0.523374655919923,0.5426119792234964,0.004091653027823217,0.019237323303573306
43,S136,0.0798,0.7244,0.1958,0.3163,8272,5,0.31054158607350096,0.30754352030947774,0.3129835589941973,0.31054395997600587,0.3053657146709621,0.31624562879774,0.005440038684719539,0.010879914126777912
44,S137,0.1416,0.6485,0.2099,0.4698,3297,5,0.445859872611465,0.4349408553230209,0.4531392174704277,0.44593699636914985,0.4353586896902204,0.456538943458754,0.018198362147406777,0.021180253768533608
45,S138,0.3768,0.1556,0.4677,0.5561,6300,5,0.4556825396825397,0.4531746031746032,0.4573015873015873,0.4557590861283897,0.44757773034772097,0.4627888020061467,0.004126984126984146,0.015211071658425723
46,S139,0.2615,0.2739,0.4646,0.8207,4948,5,0.4916329830234438,0.4898949070331447,0.49434114793856104,0.49169693200852904,0.4831167603122991,0.5009395026329598,0.004446240905416343,0.017822742320660723
47,S14,0.4287,0.266,0.3054,0.829,4647,5,0.6497955670324941,0.6466537551108242,0.653539918226813,0.6497589288271063,0.6392831005041055,0.6603246063517082,0.006886163115988775,0.02104150584760267
48,S140,0.6152,0.3373,0.0475,0.6359,2689,5,0.8263294905169208,0.814801041279286,0.8348828560803273,0.8264982616473481,0.8106621646809007,0.8423491330580419,0.02008181480104132,0.031686968377141245
49,S141,0.0728,0.3062,0.621,0.3651,1077,5,0.181058495821727,0.16898792943361188,0.19312906220984216,0.1813593562196736,0.16909571210756325,0.1925445411103478,0.024141132776230284,0.023448829002784555
50,S142,0.5688,0.3805,0.0507,0.4801,4433,5,0.7499210466952402,0.7457703586735844,0.7543424317617866,0.750012228157626,0.7382178312034033,0.761552035957805,0.008572073088202181,0.023334204754401622
51,S143,0.3118,0.2272,0.4611,0.1407,2147,5,0.34597112249650674,0.34187238006520726,0.35305076851420586,0.34610223388916034,0.33524687462448743,0.35721681177639997,0.0111783884489986,0.021969937151912533
52,S144,0.3265,0.327,0.3464,0.2383,9649,5,0.4056793450098456,0.4032542232355685,0.40988703492589906,0.40572770004652736,0.3999404886787158,0.4114560458472166,0.006632811690330587,0.011515557168500834
53,S145,0.3062,0.0574,0.6364,0.8418,5187,5,0.3634856371698477,0.36283015230383653,0.36456525930210143,0.36349442852974767,0.3568891270725918,0.3714057005173932,0.0017351069982649014,0.014516573444801395
54,S146,0.025,0.6298,0.3452,0.8125,3100,5,0.5277419354838709,0.5193548387096775,0.5364516129032258,0.5277876749074079,0.5156810644989506,0.5390130504116973,0.01709677419354838,0.023331985912746767
55,S147,0.0808,0.3918,0.5274,0.9892,8184,5,0.4704789833822092,0.4694525904203324,0.4717741935483871,0.47054253084846503,0.46363687900302275,0.47717510189694745,0.002321603128054739,0.0135382228939247
56,S148,0.4307,0.1695,0.3998,0.7295,7033,5,0.544177449168207,0.5403099672970283,0.54727712213849,0.5441682068039156,0.5368065719677679,0.5524817218270475,0.006967154841461709,0.015675149859279536
57,S149,0.3309,0.5121,0.157,0.3722,6256,5,0.5177429667519181,0.5163043478260869,0.5188618925831202,0.5177910902149656,0.5096742739686736,0.5262166991398501,0.002557544757033292,0.016542425171176545
58,S15,0.0259,0.6748,0.2993,0.1185,3083,5,0.10904962698670126,0.10541680181641258,0.11125527084009082,0.10910420967072434,0.10338761052392786,0.11411569034808677,0.005838469023678239,0.01072807982415891
59,S150,0.526,0.4336,0.0403,0.5104,7005,5,0.7454104211277659,0.7407566024268379,0.7481798715203426,0.7454034345547322,0.7356495880817354,0.7547835073982527,0.007423269093504659,0.01913391931651731
60,S151,0.2826,0.2603,0.4571,0.9291,7654,5,0.5302064280114973,0.5288737914815783,0.5308335510844003,0.5302191042341734,0.5228852388492303,0.5375983596673127,0.00195975960282202,0.014713120818082404
61,S152,0.48,0.2966,0.2234,0.5785,7040,5,0.6507954545454545,0.6491477272727273,0.6525568181818182,0.6507747310478637,0.6423358963781235,0.6593917461428483,0.003409090909090917,0.01705584976472485
62,S153,0.14,0.3691,0.4909,0.4064,2359,5,0.2841882153454854,0.2810512929207291,0.2874099194573972,0.28428266887927317,0.27507642751366046,0.29414034432592473,0.006358626536668077,0.01906391681226427
63,S154,0.6418,0.2982,0.06,0.2119,6457,5,0.7153786588198854,0.712869753755614,0.7201486758556606,0.7152961914019952,0.7058958478750489,0.724568221916085,0.007278922100046548,0.018672374041036166
64,S155,0.8153,0.0717,0.1129,0.8222,9382,5,0.8759965892133873,0.8749733532295886,0.8775314431890855,0.876120660564693,0.867385424861882,0.8846922994809053,0.002558089959496912,0.01730687461902336
65,S156,0.5568,0.2789,0.1642,0.4917,4431,5,0.6900022568269014,0.6829158203565786,0.6937485894831866,0.6900013411762808,0.6785785323515474,0.7004415303202558,0.010832769126608022,0.021862997968708386
66,S157,0.2456,0.5375,0.2169,0.1613,8948,5,0.33270004470272685,0.3299061242735807,0.3335940992400536,0.3327513034653508,0.327577634382447,0.3385409283443066,0.00368797496647294,0.010963293961859577
67,S158,8e-04,0.4888,0.5105,0.7099,7300,5,0.3490958904109589,0.3454794520547945,0.35136986301369866,0.34912165961255814,0.3429068857943145,0.35508235235074626,0.005890410958904135,0.012175466556431758
68,S159,0.3165,0.2989,0.3846,0.6086,7583,5,0.4988526968218383,0.4963734669655809,0.5029671633917975,0.4989551842553527,0.49189880591903434,0.5061321289690737,0.0065936964262166,0.014233323050039326
69,S16,0.3853,0.3572,0.2575,0.2813,7187,5,0.49027410602476695,0.486294698761653,0.494086545150967,0.4902580595242714,0.4823665487981007,0.4975962036059375,0.007791846389314017,0.015229654807836779
70,S160,0.4858,0.0928,0.4214,0.1103,3534,5,0.499830220713073,0.4971703452178834,0.5019807583474816,0.49982186885512375,0.4892019546653259,0.5107569206318834,0.004810413129598179,0.021554965966557482
71,S161,0.1411,0.3495,0.5094,0.2225,4882,5,0.21814829987709955,0.21569029086439984,0.22122081114297418,0.2181556820075264,0.21214991605739963,0.22363970049051718,0.005530520278574341,0.011489784433117545
72,S162,0.0894,0.6061,0.3045,0.5466,7536,5,0.4184447983014862,0.4158704883227176,0.41985138004246286,0.4184371626493336,0.41171895041975404,0.42475680313683595,0.00398089171974525,0.01303785271708191
73,S163,0.7291,0.2027,0.0682,0.0881,8250,5,0.7406787878787878,0.7393939393939394,0.7415757575757576,0.7406426949273107,0.7315401163590144,0.7491967139788911,0.0021818181818181737,0.0176565976198767
74,S164,0.0322,0.6478,0.3201,0.129,4915,5,0.11625635808748729,0.11454730417090539,0.11922685656154629,0.11629088047529475,0.11183592308446932,0.12036695881686688,0.004679552390640898,0.008531035732397552
75,S165,0.4828,0.2377,0.2795,0.7438,3408,5,0.6514084507042254,0.6443661971830986,0.6540492957746479,0.651557850866993,0.6399564843368213,0.6638099493573736,0.009683098591549255,0.0238534650205523
76,S166,0.1469,0.6085,0.2446,0.8831,8053,5,0.6807400968583136,0.6776356637278033,0.6834719980131628,0.6806987721479176,0.6727692260311448,0.6890631429902617,0.005836334285359568,0.016293916959116972
77,S167,0.4946,0.0979,0.4075,0.9463,2709,5,0.5946843853820598,0.593576965669989,0.595422665190107,0.5947823974993052,0.5824841977729968,0.6080926515824389,0.0018456995201180382,0.0256084538094421
78,S168,0.1175,0.3446,0.5379,0.2571,2486,5,0.21295253419147225,0.20514883346741755,0.2168141592920354,0.21295647708349233,0.20508162605105662,0.22110785171987912,0.01166532582461785,0.016026225668822502
79,S169,0.0728,0.564,0.3632,0.2152,1116,5,0.1982078853046595,0.1863799283154122,0.20519713261648745,0.19839912768339293,0.18717906059899347,0.21051525861241194,0.018817204301075252,0.023336198013418463
80,S17,0.5049,0.3218,0.1734,0.8469,2954,5,0.772241029113067,0.7691266079891672,0.7762356127285037,0.7723271799394144,0.7572103669829839,0.7869677971689811,0.007109004739336511,0.02975743018599719
81,S170,0.1125,0.6932,0.1943,0.2084,4366,5,0.26165826843792944,0.25675675675675674,0.2679798442510307,0.2617044826436405,0.2553606934524293,0.26871381393515903,0.011223087494273976,0.013353120482729741
82,S171,0.131,0.6687,0.2002,0.1884,6190,5,0.25050080775444267,0.24394184168012925,0.25492730210016157,0.2505958051721362,0.24505706926845483,0.25620450195525246,0.010985460420032317,0.011147432686797631
83,S172,0.2636,0.4476,0.2888,0.1983,8230,5,0.352685297691373,0.3487241798298906,0.3569866342648846,0.3527018536011509,0.346651675080758,0.358703015988612,0.00826245443499396,0.01205134090785398
84,S173,0.2002,0.3452,0.4546,0.1417,1093,5,0.2505032021957914,0.2433668801463861,0.2552607502287283,0.25072642524534716,0.2376682314745754,0.264495034592068,0.01189387008234219,0.026826803117492637
85,S174,0.2493,0.3485,0.4022,0.6955,8922,5,0.48955391167899576,0.48542927594709706,0.4967496077112755,0.48959438129215777,0.48281932967765573,0.4964262906735266,0.01132033176417846,0.013606960995870887
86,S175,0.5178,0.0789,0.4033,0.3234,5413,5,0.5423979309070756,0.5392573434324773,0.5451690375023093,0.5424563886282485,0.5330733390328103,0.5508413904489438,0.005911694069831941,0.017768051416133468
87,S176,0.4202,0.0195,0.5603,0.3806,6385,5,0.42530931871574,0.42474549725920124,0.426938136256852,0.42530596921611963,0.4180553787588477,0.4326354794716435,0.0021926389976507643,0.014580100712795807
88,S177,0.2988,0.1664,0.5348,0.7472,7035,5,0.4249040511727079,0.4227434257285004,0.4261549395877754,0.42491965159237316,0.41762340853007374,0.4316491942750217,0.003411513859275017,0.01402578574494795
89,S178,0.1374,0.4748,0.3878,0.2812,4756,5,0.2775862068965517,0.2739697224558452,0.28027754415475187,0.27767199642607987,0.27132223569267466,0.2842711245645648,0.006307821698906646,0.012948888871890163
90,S179,0.8115,0.1818,0.0066,0.7619,8066,5,0.9465162410116539,0.9430944706174064,0.9487974212744855,0.9466764285586511,0.9363650125991007,0.9568138444297852,0.005702950657079153,0.020448831830684577
91,S18,0.2266,0.2605,0.5129,0.1085,8480,5,0.2512028301886792,0.24964622641509435,0.2536556603773585,0.2512083958746424,0.24681150117732464,0.2562076504299271,0.004009433962264136,0.00939614925260246
92,S180,0.4187,0.4133,0.168,0.073,7627,5,0.44350334338534153,0.44080241248197194,0.4448669201520912,0.4434613477222398,0.4363662418173284,0.4503375686823473,0.004064507670119288,0.013971326865018896
93,S181,0.3264,0.4377,0.2359,0.6711,8619,5,0.6201183431952663,0.6164288200487296,0.6233901844761573,0.6201410181552055,0.6123484845105301,0.6275204401515097,0.006961364427427785,0.015171955640979506
94,S182,0.1166,0.3759,0.5074,0.9192,6954,5,0.46942766752947945,0.4682197296519989,0.4719585849870578,0.4695058476632551,0.46186856227028095,0.4763201857774103,0.0037388553350589104,0.014451623507129363
95,S183,0.5389,0.1817,0.2794,0.7763,7578,5,0.6768276590129322,0.6743204011612562,0.6785431512272367,0.6768352294736096,0.6680582579495621,0.684627492766561,0.004222750065980496,0.0165692348169989
96,S184,0.2246,0.6355,0.1399,0.7405,9069,5,0.6918513617818943,0.6876171573492116,0.6948946962178851,0.6918691295556226,0.6841301817223857,0.6998830137983411,0.00727753886867355,0.015752832075955348
97,S185,0.7358,0.1486,0.1156,0.3196,2755,5,0.7882395644283121,0.7811252268602541,0.7945553539019964,0.788387009958505,0.7736605986539443,0.8031943089067706,0.01343012704174229,0.02953371025282625
98,S186,0.0722,0.7124,0.2154,0.6345,9840,5,0.5207317073170732,0.5160569105691057,0.5257113821138212,0.5206526186435589,0.514409465242603,0.5270842140179268,0.009654471544715437,0.012674748775323819
99,S187,0.361,0.315,0.324,0.4314,8322,5,0.5024513338139871,0.49495313626532084,0.5068493150684932,0.5025535653800945,0.4957926249875415,0.5094254199170837,0.011896178803172341,0.013632794929542169
100,S188,0.7027,0.1647,0.1326,0.3326,6231,5,0.7499277804525758,0.7486759749638903,0.751564756860857,0.7498845428311032,0.7401427226959625,0.7591404789929462,0.00288878189696673,0.018997756296983748
101,S189,0.2076,0.2545,0.538,0.7524,5727,5,0.4082067400034922,0.4066701588964554,0.4103370001746115,0.40814365446232526,0.40046983211981857,0.4153713085533485,0.0036668412781560855,0.014901476433529903
102,S19,0.0266,0.5111,0.4623,0.0174,7385,5,0.033662830060934325,0.03182125930941097,0.03547731888964117,0.033716605749437516,0.03194763140167045,0.03560718613576108,0.0036560595802302004,0.003659554734090631
103,S190,0.1646,0.3385,0.4968,0.0208,9331,5,0.16926374450755546,0.16836351945129138,0.17039974279284106,0.16928547960732157,0.1653917569586988,0.17301011517356024,0.002036223341549681,0.007618358214861454
104,S191,0.347,0.1113,0.5417,0.3891,1280,5,0.3784375,0.37578125,0.38046875,0.37869535797448534,0.36288710726679074,0.394081363198322,0.004687500000000011,0.031194255931531245
105,S192,5e-04,0.2456,0.7539,0.3028,7510,5,0.0729693741677763,0.0673768308921438,0.07802929427430093,0.07297432224522986,0.07007853052856872,0.07565076081603439,0.010652463382157126,0.005572230287465674
106,S193,0.0265,0.041,0.9325,0.1681,5095,5,0.03477919528949951,0.03297350343473994,0.038272816486751716,0.03483716197847599,0.0325684683120393,0.03696434283520489,0.005299313052011777,0.004395874523165588
107,S194,0.3287,0.1416,0.5297,0.6153,7811,5,0.41526053002176416,0.4133913711432595,0.41736013314556397,0.4153244154208067,0.4082453930514983,0.42145841547191965,0.003968762002304449,0.013213022420421328
108,S195,0.4405,0.423,0.1365,0.0841,1335,5,0.49243445692883897,0.4861423220973783,0.49887640449438203,0.4927786550856102,0.47550399673408605,0.5108415496390583,0.012734082397003743,0.0353375529049722
109,S196,0.1954,0.401,0.4037,0.2163,7241,5,0.2758182571468029,0.27371909957188234,0.2792431984532523,0.27580060126698114,0.2703898681737483,0.2811441916740395,0.005524098881369954,0.010754323500291152
110,S197,0.3041,0.4823,0.2136,0.9966,2314,5,0.7828003457216941,0.7821953327571305,0.7834917891097667,0.7828729827834016,0.7664445491610816,0.8002340283705428,0.0012964563526361994,0.03378947920946118
111,S198,0.3683,0.1917,0.44,0.1258,3235,5,0.40500772797527046,0.4015455950540958,0.4108191653786708,0.40505959945596115,0.3957444554993378,0.41494292867531124,0.009273570324574987,0.01919847317597345
112,S199,0.4401,0.2656,0.2943,0.0445,3410,5,0.4574780058651026,0.455425219941349,0.45982404692082113,0.45753936393659794,0.4480593228847669,0.4686977853434441,0.004398826979472137,0.020638462458677176
113,S2,0.417,0.3223,0.2607,0.9442,9721,5,0.7273737269828207,0.7251311593457463,0.7306861434008847,0.7274087833515813,0.7196884985169949,0.7352740555992565,0.005554984055138323,0.015585557082261614
114,S20,0.1809,0.2758,0.5433,0.4134,5709,5,0.2976353126642144,0.2925205815379226,0.301804168856192,0.2976812059107832,0.2914889825292277,0.3037475965644475,0.009283587318269393,0.012258614035219773
115,S200,0.4004,0.0611,0.5385,0.8989,6284,5,0.45512412476129854,0.45416931890515594,0.45560152768936985,0.4552276732139856,0.44793269746678765,0.463105076185492,0.0014322087842139064,0.01517237871870436
116,S201,0.3199,0.1816,0.4986,0.5117,3507,5,0.416823495865412,0.414599372683205,0.4222982606216139,0.4169261342514445,0.4075881336825966,0.42666477068659214,0.007698887938408894,0.019076637003995534
117,S202,0.2342,0.3974,0.3684,0.0509,3208,5,0.25604738154613466,0.25218204488778057,0.2596633416458853,0.25613138486176434,0.24789827256337027,0.2636834346781184,0.007481296758104716,0.01578516211474812
118,S203,0.5593,0.1193,0.3214,0.9735,8408,5,0.6797573739295909,0.67875832540437675,0.6801855375832541,0.6798069870922853,0.6719312171775659,0.6880260152399196,0.0014272121788773129,0.0160947980623537
119,S204,0.3432,0.3127,0.344,0.158,7810,5,0.38791293213828426,0.3857874519846351,0.38873239436619716,0.38792658749838926,0.3814497369504224,0.3940036877795132,0.0029449423815620657,0.012553950829090832
120,S205,0.3651,0.1875,0.4474,0.7989,5265,5,0.5086039886039886,0.5076923076923077,0.5097815764482431,0.5087475432031913,0.49995735300574784,0.517620224920942,0.002089268755935403,0.01766287191519411
121,S206,0.7466,0.0861,0.1673,0.1555,2229,5,0.7541498429789143,0.7505607895917452,0.7581875280394796,0.7542582130722367,0.7380609860199061,0.7711897652602648,0.007626738447734427,0.03312877924035873
122,S207,0.3795,0.2526,0.3679,0.4265,2569,5,0.4916309848189957,0.48267808485792135,0.5021409108602569,0.49165095176460977,0.4789632623483616,0.5033260728918029,0.019462826002335565,0.02436281054344125
123,S208,0.3796,0.145,0.4754,0.192,9243,5,0.404284323271665,0.40235854159904794,0.40625338093692526,0.40426643007619995,0.39846241898928014,0.41021407975005875,0.0038948393378773205,0.011751660760778604
124,S209,0.1353,0.6272,0.2375,0.7031,3368,5,0.5733372921615202,0.5679928741092637,0.5783847980997625,0.573467634871084,0.5618591301925676,0.5845518539808177,0.01039192399049882,0.022692723788250047
125,S21,0.2794,0.4065,0.3141,0.5909,1482,5,0.5278002699055331,0.5148448043184886,0.5499325236167342,0.5281818855400213,0.5102163729584904,0.5442230145752671,0.03508771929824561,0.03400664161677669
126,S210,0.2629,0.4446,0.2925,0.8007,8956,5,0.6252791424743189,0.6183564091112104,0.6306386779812416,0.6252225039885505,0.6176883289063486,0.6325386871360089,0.012282268870031254,0.014850358229660299
127,S211,0.4257,0.3025,0.2719,0.9629,3543,5,0.7211967259384703,0.7188823031329382,0.7222692633361558,0.7212985241745411,0.7092541560060505,0.7340875679140071,0.003386960203217604,0.024833411907956626
128,S212,0.1593,0.3718,0.4689,0.048,9049,5,0.1801746049287214,0.17858326886948833,0.18134600508343462,0.18020906254148528,0.17615908020563342,0.18426738854438574,0.002762736213946293,0.008108308338752312
129,S213,0.0731,0.3509,0.5761,0.5752,6172,5,0.2677900194426442,0.26053143227478937,0.2730071289695399,0.26785383617037584,0.26183952872876093,0.27314232544060424,0.012475696694750515,0.01130279671184331
130,S214,0.6244,0.2744,0.1012,0.4207,7112,5,0.740185601799775,0.7359392575928009,0.7428290213723284,0.7401617062531767,0.7312970619032664,0.749771107358099,0.006889763779527547,0.018474045454832666
131,S215,0.2984,0.4315,0.2701,0.2846,7348,5,0.41908002177463255,0.4154872074033751,0.42201959716929777,0.4191541456477838,0.41293549334789825,0.4263380396653782,0.006532389765922686,0.013402546317479946
132,S216,0.4483,0.3229,0.2288,0.3452,3375,5,0.5679407407407407,0.5623703703703704,0.5712592592592592,0.5680467899944623,0.557024556541449,0.5801087924100523,0.008888888888888835,0.02308423586860331
133,S217,0.4613,0.4409,0.0978,0.9268,4032,5,0.8658234126984127,0.861359126984127,0.8707837301587301,0.8659206087812577,0.8531769079660364,0.8795428316221245,0.009424603174603141,0.02636592365608814
134,S218,0.378,0.346,0.276,0.9074,4244,5,0.7003770028275212,0.6988689915174364,0.7024033930254477,0.7004399215245481,0.6890492963781537,0.7121065240805944,0.00353440150801132,0.023057227702440675
135,S219,0.4289,0.4023,0.1688,0.9692,4304,5,0.8076672862453531,0.8057620817843866,0.8092472118959108,0.807803878655671,0.795825604914929,0.8204171146256204,0.0034851301115241817,0.02459150971069135
136,S22,0.3528,0.5292,0.118,0.5163,6621,5,0.6223229119468359,0.6174293913306147,0.6251321552635554,0.6223979835025216,0.6134688195550401,0.6308116305308059,0.0077027639329406705,0.017342810975765843
137,S220,0.1133,0.534,0.3527,0.7992,4093,5,0.5409235279745908,0.5360371365746396,0.5465428780845346,0.5410327159803618,0.5314466547767218,0.5515349155733672,0.010505741509895028,0.020088260796645385
138,S221,0.3845,0.4486,0.1669,0.1624,7280,5,0.45035714285714284,0.44752747252747255,0.45618131868131867,0.45035935122162724,0.4422733080937209,0.457094157206678,0.008653846153846123,0.014820849112957113
139,S222,0.4552,0.1216,0.4232,0.2733,2003,5,0.5034448327508737,0.4977533699450824,0.507738392411383,0.50345042932931106,0.49041355059377,0.5178254022433508,0.009985022466300564,0.02741185164958082
140,S223,0.3076,0.2323,0.4601,0.7639,2731,5,0.48121567191504944,0.4763822775540095,0.48956426217502746,0.4813567654015501,0.4696134052253431,0.49287072984652835,0.01318198462101794,0.023257324621185238
141,S224,0.1867,0.3059,0.5074,0.8232,1732,5,0.4340646651270208,0.42494226327944573,0.44226327944572746,0.4341768794373393,0.41984962983423124,0.4481095794805485,0.017321016166281733,0.028259949646317284
142,S225,0.1444,0.6886,0.167,0.5515,4926,5,0.527324401136825,0.5178643930166463,0.5339017458384084,0.5273708779251888,0.5185277304297872,0.536106619589419,0.016037352821762108,0.017578889159631794
143,S226,0.2121,0.3518,0.4361,0.1448,9280,5,0.2587931034482759,0.25732758620689655,0.2603448275862069,0.25884800942324504,0.2544702253366986,0.26335572938354823,0.0030172413793103647,0.008885504046849624
144,S227,0.2566,0.3216,0.4217,0.7586,4990,5,0.4961923847695391,0.4933867735470942,0.5002004008016032,0.49611165149837705,0.4875094178732067,0.5052314306306953,0.006813627254509014,0.017722012757488637
145,S228,0.3402,0.2899,0.3699,0.0867,3431,5,0.37668318274555523,0.3754007577965608,0.3788982803847275,0.37671430505270614,0.3677970515556809,0.3859486454520684,0.0034975225881667127,0.01815159389638754
146,S229,0.2576,0.6395,0.1029,0.7008,2998,5,0.7012675116744497,0.6937958639092728,0.7068045363575717,0.7013075931148147,0.6876081615659125,0.714654696068981,0.013008672448298841,0.027046534503068487
147,S23,0.1513,0.462,0.3867,0.9347,7956,5,0.5829311211664153,0.5819507290095526,0.5847159376571142,0.5829527089200764,0.5755844208927543,0.590354020465826,0.002765208647561579,0.014769599573071668
